University,Type,City,Program,Fee_per_credit_hr,Admission_Fee,Credit Hours,Semester Fee,Min_Academic_Percent,Min_Test_Score,Entry_Test_Required,Accreditations,Hostel,Transport,Extracurriculars,Website,address,est,apply 
Al-Kawthar University,Private,Karachi,BS Information Technology,7500,15000,136,"115,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
Al-Kawthar University,Private,Karachi,Bachelor in Business Administration,7500,15000,136,"115,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
Al-Kawthar University,Private,Karachi,BS Accounting & Finance,7500,15000,136,"115,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
Al-Kawthar University,Private,Karachi,BS Psychology,7500,15000,136,"115,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
Al-Kawthar University,Private,Karachi,BS Media Studies,7500,15000,136,"115,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
Al-Kawthar University,Private,Karachi,B. Ed. (BS Education),5000,15000,136,"75,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
Al-Kawthar University,Private,Karachi,BS English,5000,15000,136,"75,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
Al-Kawthar University,Private,Karachi,BS Nursing,9500,15000,136,"145,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
Al-Kawthar University,Private,Karachi,BS Medical Laboratory Technology,7500,15000,136,"115,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
Al-Kawthar University,Private,Karachi,BS Medical Imaging Technology,7500,15000,136,"115,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
Al-Kawthar University,Private,Karachi,BS Islamic Studies,3000,15000,136,"45,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BArch Architecture and Planning,"3,700","10,000",136,"72,900",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BE Chemical Engineering,"3,700","10,000",136,"72,900",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BE Computer Systems Engineering,"3,700","10,000",136,"72,900",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BE Electronic Engineering,"3,700","10,000",136,"72,900",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BE Energy and Environment Engineering,"3,700","10,000",136,"72,900",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BE Industrial Engineering and Management,"3,700","10,000",136,"72,900",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BE Metallurgy and Materials Engineering,"3,700","10,000",136,"72,900",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BE Petroleum and Gas Engineering,"3,700","10,000",136,"72,900",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BE Telecommunication Engineering,"3,700","10,000",136,"72,900",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BS Computer Science,"3,700","10,000",128,"69,200",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BS Artificial Intelligence,"3,700","10,000",128,"69,200",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BS Cyber Security,"3,700","10,000",128,"69,200",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BS Data Sciences,"3,700","10,000",128,"69,200",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
Dawood University of Engineering and Technology (DUET),Public,Karachi,BS Mathematics,"3,700","10,000",120,"65,500",0.45,0.6,yes,HEC,no,yes,,https://admissions.duet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Civil Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Civil Engineering along with Specialization in Construction,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Civil Engineering along with Specialization in Urban,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Petroleum Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Architecture,"3,000","11,000",165,61875,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Development Studies,"4,000","11,000",130,65000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Mechanical Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Textile Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Textile Sciences,"4,000","11,000",130,65000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Industrial & Manufacturing Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Automotive Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Electrical Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Computer & Information Systems Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Electronic Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Telecommunications Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Chemical Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Materials Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Metallurgical Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Polymer & Petrochemical Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Biomedical Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Food Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Software Engineering,"3,000","11,000",136,51000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Computer Science & Information Technology,"3,000","11,000",134,50250,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Artificial Intelligence,"3,000","11,000",134,50250,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Data Science,"4,000","11,000",134,67000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Cyber Security,"4,000","11,000",134,67000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Gaming and Animation,"4,000","11,000",134,67000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Computational Finance (BSCF),4000,"11,000",130,65000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Industrial Chemistry (BSIC),4000,"11,000",130,65000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Applied Physics (BSAP),4000,"11,000",130,65000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,English Linguistics (BSEG),4000,"11,000",130,65000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Economics & Finance,4000,"11,000",130,65000,0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
NED University of Engineering,Public,Karachi,Management Sciences,"4,000","11,000",130,"65,000",0.5,0.5,yes,HEC,yes,yes,"Sports and Athletics,Arts and Culture,Debating and Public Speaking,Community Service and Social Impact,Entrepreneurship and Business,Technology and Innovation,Student Leadership and Governance",https://www.neduet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BBA,"6,250","25,000",126,"98,438",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS Accounting and Finance,"6,250","25,000",127,"99,219",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS Aviation Management,"6,250","25,000",130,"101,563",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS Digital Marketing,"6,250","25,000",126,"98,438",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS Business Analytics,"25,000","25,000",126,"393,750",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,Diploma Program,"25,000","25,000",137,"428,125",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS Computer Science,"7,400","25,000",134,"123,950",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS Data Science,"7,400","25,000",133,"123,025",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS Artificial Intelligence,"7,400","25,000",133,"123,025",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS Software Engineering,"7,400","25,000",133,"123,025",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BE Electrical,"7,550","25,000",143,"134,956",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BE Avionics,"7,550","25,000",143,"134,956",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BE Mechatronics,"7,550","25,000",143,"134,956",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BE Software Engineering,"7,550","25,000",143,"134,956",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BE Technology (Computer),"4,000","25,000",133,"66,500",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BE Technology (Software),"4,000","25,000",133,"66,500",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,Associate Degree in Computer Arts,"25,000","25,000",90,"281,250",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,Associate Degree in TV & Film Production,"25,000","25,000",90,"281,250",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BCA Computer Arts,"8,150","25,000",133,"135,494",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS TV & Film Production,"8,150","25,000",110,"112,063",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS Actuarial Science & Risk Management,"5,000","25,000",123,"76,875",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS English TESL,"4,700","25,000",123,"72,263",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Karachi Institute of Economics and Technology (KIET),Private,Karachi,BS Mathematics,"3,850","25,000",123,"59,194",0.5,0.5,Yes,HEC,Yes,Yes,"Sports, debating, cultural festivals, research symposiums",https://kiet.edu.pk/,,,
Institute of Business Administration (IBA),Public,Karachi,BBA Business Administration,"26,000","30,000",144,"187,000",0.5,0.5,yes,"HEC, AACSB, AMDISA",yes,yes,"Sports, debating, cultural festivals, research symposiums",https://www.iba.edu.pk/,,,
Institute of Business Administration (IBA),Public,Karachi,BS Accounting & Finance,"26,000","30,000",144,"187,000",0.5,0.5,yes,"HEC, AACSB, AMDISA",yes,yes,"Sports, debating, cultural festivals, research symposiums",https://www.iba.edu.pk/,,,
Institute of Business Administration (IBA),Public,Karachi,BS Economics & Mathematics,"26,000","30,000",144,"187,000",0.5,0.5,yes,"HEC, AACSB, AMDISA",yes,yes,"Sports, debating, cultural festivals, research symposiums",https://www.iba.edu.pk/,,,
Institute of Business Administration (IBA),Public,Karachi,BS Social Sciences & Liberal Arts,"26,000","30,000",144,"187,000",0.5,0.5,yes,"HEC, AACSB, AMDISA",yes,yes,"Sports, debating, cultural festivals, research symposiums",https://www.iba.edu.pk/,,,
Institute of Business Administration (IBA),Public,Karachi,BS Computer Science,"26,000","30,000",144,"187,000",0.5,0.5,yes,"HEC, AACSB, AMDISA",yes,yes,"Sports, debating, cultural festivals, research symposiums",https://www.iba.edu.pk/,,,
Institute of Business Administration (IBA),Public,Karachi,BS Economics,"26,000","30,000",144,"187,000",0.5,0.5,yes,"HEC, AACSB, AMDISA",yes,yes,"Sports, debating, cultural festivals, research symposiums",https://www.iba.edu.pk/,,,
Institute of Business Administration (IBA),Public,Karachi,BS Finance,"26,000","30,000",144,"187,000",0.5,0.5,yes,"HEC, AACSB, AMDISA",yes,yes,"Sports, debating, cultural festivals, research symposiums",https://www.iba.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BBA Business Administration,"17,000","25,000",123,"122,000",0.5,0.5,yes,"HEC, NBEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BS Accounting & Finance,"17,000","25,000",123,"122,000",0.5,0.5,yes,"HEC, NBEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BS Economics,"17,000","25,000",123,"122,000",0.5,0.5,yes,"HEC, NBEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BS Entrepreneurship,"17,000","25,000",123,"122,000",0.5,0.5,yes,"HEC, NBEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BS Social Entrepreneurship & Social Leadership,"17,000","25,000",123,"122,000",0.5,0.5,yes,"HEC, NBEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BS Social Sciences,"17,000","25,000",123,"122,000",0.5,0.5,yes,"HEC, NBEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BS Media Studies,"17,000","25,000",120,"122,000",0.5,0.5,yes,"HEC, NBEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BS Psychology,"17,000","25,000",123,"122,000",0.5,0.5,yes,"HEC, NBEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BS Computer Science,"17,000","25,000",120,"122,000",0.5,0.5,yes,"HEC, NCEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BS Software Engineering,"17,000","25,000",120,"122,000",0.5,0.5,yes,"HEC, NCEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BS Artificial Intelligence,"17,000","25,000",123,"122,000",0.5,0.5,yes,"HEC, NCEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Institute of Business Management (IoBM),Private,Karachi,BS Data Science,"17,000","25,000",126,"122,000",0.5,0.5,yes,"HEC, NCEAC",yes,yes,Tech & Gaming; Economics; Cultural; Finance; Entrepreneurship; Literary; Marketing; Math; Film; Social Welfare; Innovation; Sports; HR; Sustainability; Arts & Tech; Health,https://www.iobm.edu.pk/,,,
Iqra University,Private,Karachi,BBA,"7,500","15,000",123,"125,750",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Accounting & Finance,"7,500","15,000",123,"118,300",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Economics & Finance,"7,500","15,000",123,"118,300",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Islamic Banking & Finance,"7,500","15,000",123,"118,300",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Entrepreneurship,"7,500","15,000",123,"118,300",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Media Studies,"7,500","15,000",120,"118,300",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Business Analytics,"7,500","15,000",123,"133,200",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
